"COUNTRY:Country"|"SEX:Sex"|"FIELD:Field of education"|"COUNTRY_ORIGIN:Country of origin"|"ISC11_LEVEL:Level of education"|"ISC11P_CAT:Category of education"|"YEAR:Year"|"Unit Code:Unit"|"PowerCode Code:PowerCode"|"Reference Period Code:Reference Period"|"Value"|"Flag Codes:Flags"
"CHE:Switzerland"|"T:Total"|"F01:Education"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||16642|
"CHE:Switzerland"|"T:Total"|"F02:Arts and humanities"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||17000|
"CHE:Switzerland"|"T:Total"|"F03:Social sciences, journalism and information"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||13952|
"CHE:Switzerland"|"T:Total"|"F04:Business, administration and law"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||54968|
"CHE:Switzerland"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||11707|
"CHE:Switzerland"|"T:Total"|"F06:Information and Communication Technologies"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||7353|
"CHE:Switzerland"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||32925|
"CHE:Switzerland"|"T:Total"|"F01:Education"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||807|
"CHE:Switzerland"|"T:Total"|"F02:Arts and humanities"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||2939|
"CHE:Switzerland"|"T:Total"|"F03:Social sciences, journalism and information"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1810|
"CHE:Switzerland"|"T:Total"|"F04:Business, administration and law"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||4328|
"CHE:Switzerland"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1807|
"CHE:Switzerland"|"T:Total"|"F06:Information and Communication Technologies"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||606|
"CHE:Switzerland"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||3868|
"TUR:Turkey"|"T:Total"|"F01:Education"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||270583|
"TUR:Turkey"|"T:Total"|"F02:Arts and humanities"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||449825|
"TUR:Turkey"|"T:Total"|"F03:Social sciences, journalism and information"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||612534|
"TUR:Turkey"|"T:Total"|"F04:Business, administration and law"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1646218|
"TUR:Turkey"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||119842|
"TUR:Turkey"|"T:Total"|"F06:Information and Communication Technologies"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||13272|
"TUR:Turkey"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||434145|
"TUR:Turkey"|"T:Total"|"F01:Education"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||4287|
"TUR:Turkey"|"T:Total"|"F02:Arts and humanities"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||7206|
"TUR:Turkey"|"T:Total"|"F03:Social sciences, journalism and information"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||9609|
"TUR:Turkey"|"T:Total"|"F04:Business, administration and law"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||10183|
"TUR:Turkey"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||3189|
"TUR:Turkey"|"T:Total"|"F06:Information and Communication Technologies"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||250|
"TUR:Turkey"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||15320|
"GBR:United Kingdom"|"T:Total"|"F01:Education"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||57398.63|
"GBR:United Kingdom"|"T:Total"|"F02:Arts and humanities"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||291136.792|
"GBR:United Kingdom"|"T:Total"|"F03:Social sciences, journalism and information"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||191683.738|
"GBR:United Kingdom"|"T:Total"|"F04:Business, administration and law"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||277379.584|
"GBR:United Kingdom"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||283662.39|
"GBR:United Kingdom"|"T:Total"|"F06:Information and Communication Technologies"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||74892.486|
"GBR:United Kingdom"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||141731.12|
"GBR:United Kingdom"|"T:Total"|"F01:Education"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||918.94|
"GBR:United Kingdom"|"T:Total"|"F02:Arts and humanities"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||29294.92|
"GBR:United Kingdom"|"T:Total"|"F03:Social sciences, journalism and information"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||27612.62|
"GBR:United Kingdom"|"T:Total"|"F04:Business, administration and law"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||72758.34|
"GBR:United Kingdom"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||26960.27|
"GBR:United Kingdom"|"T:Total"|"F06:Information and Communication Technologies"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||9934.46|
"GBR:United Kingdom"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||35047.54|
"USA:United States"|"T:Total"|"F01:Education"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||603857.84|
"USA:United States"|"T:Total"|"F02:Arts and humanities"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1369374.647|"w:Includes data from another category"
"USA:United States"|"T:Total"|"F03:Social sciences, journalism and information"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1431702.023|
"USA:United States"|"T:Total"|"F04:Business, administration and law"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1653767.274|
"USA:United States"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||804656.264|
"USA:United States"|"T:Total"|"F06:Information and Communication Technologies"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||307498.923|
"USA:United States"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||592472.838|
"USA:United States"|"T:Total"|"F01:Education"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||4517.237|
"USA:United States"|"T:Total"|"F02:Arts and humanities"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||40512.411|"w:Includes data from another category"
"USA:United States"|"T:Total"|"F03:Social sciences, journalism and information"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||55349.083|
"USA:United States"|"T:Total"|"F04:Business, administration and law"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||106224.104|
"USA:United States"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||35004.747|
"USA:United States"|"T:Total"|"F06:Information and Communication Technologies"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||14313.839|
"USA:United States"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||55003.065|
"OEU:OECD - Europe"|"T:Total"|"F01:Education"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||826533.194|
"OEU:OECD - Europe"|"T:Total"|"F02:Arts and humanities"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1546561.245|
"OEU:OECD - Europe"|"T:Total"|"F03:Social sciences, journalism and information"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1190176.286|
"OEU:OECD - Europe"|"T:Total"|"F04:Business, administration and law"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||2302699.03|
"OEU:OECD - Europe"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||979244.293|
"OEU:OECD - Europe"|"T:Total"|"F06:Information and Communication Technologies"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||526129.338|
"OEU:OECD - Europe"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1612353.376|
"OEU:OECD - Europe"|"T:Total"|"F01:Education"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||13369.778|
"OEU:OECD - Europe"|"T:Total"|"F02:Arts and humanities"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||113322.439|
"OEU:OECD - Europe"|"T:Total"|"F03:Social sciences, journalism and information"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||90156.267|
"OEU:OECD - Europe"|"T:Total"|"F04:Business, administration and law"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||183949.987|
"OEU:OECD - Europe"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||59075.308|
"OEU:OECD - Europe"|"T:Total"|"F06:Information and Communication Technologies"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||39253.33|
"OEU:OECD - Europe"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||110241.097|
"OTO:OECD - Total"|"T:Total"|"F01:Education"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||2632405.25|
"OTO:OECD - Total"|"T:Total"|"F02:Arts and humanities"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||4858626.261|
"OTO:OECD - Total"|"T:Total"|"F03:Social sciences, journalism and information"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||4525146.965|
"OTO:OECD - Total"|"T:Total"|"F04:Business, administration and law"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||8727505.285|
"OTO:OECD - Total"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||2595172.43|
"OTO:OECD - Total"|"T:Total"|"F06:Information and Communication Technologies"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1124430.13|
"OTO:OECD - Total"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||5100572.175|
"OTO:OECD - Total"|"T:Total"|"F01:Education"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||29919.649|
"OTO:OECD - Total"|"T:Total"|"F02:Arts and humanities"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||214354.171|
"OTO:OECD - Total"|"T:Total"|"F03:Social sciences, journalism and information"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||222492.787|
"OTO:OECD - Total"|"T:Total"|"F04:Business, administration and law"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||429201.274|
"OTO:OECD - Total"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||128925.455|
"OTO:OECD - Total"|"T:Total"|"F06:Information and Communication Technologies"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||73816.389|
"OTO:OECD - Total"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||236291.844|
"BRA:Brazil"|"T:Total"|"F01:Education"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1524329|
"BRA:Brazil"|"T:Total"|"F02:Arts and humanities"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||175239|
"BRA:Brazil"|"T:Total"|"F03:Social sciences, journalism and information"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||403988|
"BRA:Brazil"|"T:Total"|"F04:Business, administration and law"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||2594979|
"BRA:Brazil"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||189229|
"BRA:Brazil"|"T:Total"|"F06:Information and Communication Technologies"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||266105|
"BRA:Brazil"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1244605|
"BRA:Brazil"|"T:Total"|"F01:Education"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1888|
"BRA:Brazil"|"T:Total"|"F02:Arts and humanities"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1273|
"BRA:Brazil"|"T:Total"|"F03:Social sciences, journalism and information"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||1299|
"BRA:Brazil"|"T:Total"|"F04:Business, administration and law"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||3613|
"BRA:Brazil"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||614|
"BRA:Brazil"|"T:Total"|"F06:Information and Communication Technologies"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||699|
"BRA:Brazil"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||3468|
"CHL:Chile"|"T:Total"|"F01:Education"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||96234.417|
"CHL:Chile"|"T:Total"|"F02:Arts and humanities"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||39666.667|
"CHL:Chile"|"T:Total"|"F03:Social sciences, journalism and information"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||47808.333|
"CHL:Chile"|"T:Total"|"F04:Business, administration and law"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||168339.667|
"CHL:Chile"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||18349.5|
"CHL:Chile"|"T:Total"|"F06:Information and Communication Technologies"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||29004.833|
"CHL:Chile"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||165837.75|
"CHL:Chile"|"T:Total"|"F01:Education"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||109|
"CHL:Chile"|"T:Total"|"F02:Arts and humanities"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||97.5|
"CHL:Chile"|"T:Total"|"F03:Social sciences, journalism and information"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||93.5|
"CHL:Chile"|"T:Total"|"F04:Business, administration and law"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||604|
"CHL:Chile"|"T:Total"|"F05:Natural sciences, mathematics and statistics"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||25|
"CHL:Chile"|"T:Total"|"F06:Information and Communication Technologies"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||61|
"CHL:Chile"|"T:Total"|"F07:Engineering, manufacturing and construction"|"W1:Rest of the World "|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"||325|
"CHN:China (People's Republic of)"|"T:Total"|"F01:Education"|"W0:World (all entities, including reference area, including IO)"|"L6:Bachelor’s or equivalent level (ISCED2011 level 6)"|"T:All educational programmes"|"2016:2016"|"PER:Persons"|"0:Units"|||"x:Data included in another category"
